time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1705849957209738800,39.81173876953125,45,1.5,1.886803388595581,17.02899932861328,0.127285897731781,12.968282699584961,103.30000305175781,2.3108853,48.8348869
1705849957796213200,40.398213134765626,45,1.5,1.886803388595581,16.472000122070312,0.1626731902360916,12.573600769042969,103.30000305175781,2.3108859,48.8348886
1705849958898586000,41.50058618164063,45,1.5,1.8998041152954102,15.947999954223633,0.199994757771492,7.887800216674805,103.30000305175781,2.3108858,48.8348913
1705849959438340900,42.0403408203125,45,1.5,1.521541714668274,15.935999870300293,0,334.0906677246094,103.70000457763672,2.3108839,48.8348958
1705849959998695400,42.6006953125,0,1.5,1.521541714668274,14.468000411987305,0.049755655229091644,0,103.70000457763672,2.3108798,48.8348947
1705849964669357000,47.27135717773437,45,1.5,1.3201820850372314,13.746000289916992,0.17134834825992584,262.8736267089844,103.20000457763672,2.3108701,48.8348941
1705849966358718200,48.96071826171875,45,1.5,1.336918830871582,11.267999649047852,0.14554303884506226,267.7020568847656,103.20000457763672,2.310863,48.8348943
1705849967531661300,50.13366137695313,45,1.5,1.336918830871582,10.998000144958496,0.14357413351535797,271.2021179199219,103.20000457763672,2.3108616,48.8348946
1705849968118132500,50.720132568359375,45,1.5,1.3499194383621216,10.449999809265137,0.13794603943824768,273.6065979003906,103.20000457763672,2.3108608,48.8348949
1705849968697141000,51.29914111328125,45,1.5,1.3499194383621216,10.520000457763672,0.13387522101402283,278.8227844238281,103.20000457763672,2.3108601,48.8348954
1705849969298307600,51.9003076171875,45,1.5,1.3619203567504883,10.583999633789062,0.1338532418012619,286.7174987792969,103.20000457763672,2.3108592,48.8348961
1705849969877545500,52.47954541015625,45,1.5,1.3619203567504883,10.652000427246094,0.1447771042585373,293.9198303222656,103.20000457763672,2.3108577,48.834897
1705849970464016400,53.06601635742187,45,1.5,1.373923659324646,10.743000030517578,0.1519797444343567,297.6249694824219,103.20000457763672,2.3108567,48.8348977
1705849971057869600,53.65986962890625,45,1.5,1.373923659324646,10.845999717712402,0.17007538676261902,300.3180236816406,103.20000457763672,2.3108551,48.8348985
1705849971636957400,54.23895751953125,45,1.5,1.3859238624572754,10.96399974822998,0.17954762279987335,303.72869873046875,103.20000457763672,2.3108536,48.8348996
1705849972223427600,54.825427490234375,45,1.5,1.3859238624572754,11.184000015258789,0.19741621613502502,305.9272155761719,103.20000457763672,2.3108518,48.8349007
1705849972809898000,55.41189794921875,45,1.5,1.396924376487732,11.4399995803833,0.22156593203544617,307.578125,103.20000457763672,2.3108498,48.8349019
1705849973396368100,55.9983681640625,45,1.5,1.396924376487732,11.730999946594238,0.2424944043159485,309.390380859375,103.20000457763672,2.3108474,48.8349035
1705849973977935600,56.579935546875,45,1.5,1.4079248905181885,12.050999641418457,0.2764212489128113,309.74517822265625,103.20000457763672,2.3108448,48.834905
1705849974569308000,57.171307861328124,45,1.5,1.198254942893982,12.258999824523926,0.30600228905677795,309.9214782714844,103.20000457763672,2.3108435,48.8349057
1705849975155777800,57.75777783203125,45,1.5,1.198254942893982,12.663000106811523,0.4149598181247711,325.1063537597656,103.20000457763672,2.3108345,48.834918
1705849975669357000,58.27135717773437,45,1.5,1.202883005142212,12.748000144958496,0.4641226828098297,327.8712158203125,103.20000457763672,2.310832,48.8349222
1705849976736695800,59.33869580078125,45,1.5,1.202883005142212,12.73799991607666,0.5310439467430115,327.2333068847656,103.20000457763672,2.3108272,48.8349268
1705849977267068400,59.869068359375,45,1.5,1.21531343460083,12.940999984741211,0.5656017661094666,326.09246826171875,103.20000457763672,2.3108222,48.834931
1705849977853537500,60.45553759765625,45,1.5,1.21531343460083,12.878000259399414,0.60356205701828,324.3944091796875,103.20000457763672,2.3108178,48.8349341
1705849978440007000,61.0420068359375,45,1.5,1.2263094186782837,13.01200008392334,0.6296327710151672,322.5948486328125,103.20000457763672,2.3108132,48.8349369
1705849979026476000,61.62847607421875,45,1.5,1.2263094186782837,13.14799976348877,0.6588578224182129,320.8914489746094,103.20000457763672,2.3108079,48.8349402
1705849979612945200,62.21494506835938,45,1.5,1.3752959966659546,13.409000396728516,0,309.85614013671875,103.20000457763672,2.3107978,48.8349437
1705849980216553200,62.81855322265625,45,1.5,1.381277322769165,13.475000381469727,0.5620748400688171,311.9773254394531,103.20000457763672,2.310787,48.8349501
1705849980785883100,63.387883056640625,45,1.5,1.387276291847229,13.762999534606934,0.5768604278564453,308.0271301269531,103.20000457763672,2.310785,48.8349513
1705849981372351700,63.97435180664063,45,1.5,1.3967052698135376,13.6899995803833,0.6036964058876038,306.6193542480469,103.20000457763672,2.3107654,48.8349628
1705849981958820600,64.56082055664062,45,1.5,1.3967052698135376,13.798999786376953,0.4576234519481659,321.30340576171875,103.20000457763672,2.310758,48.8349684
1705849982545289200,65.14728930664063,45,1.5,1.406731128692627,13.920999526977539,0.3728989064693451,352.5115661621094,103.20000457763672,2.3107531,48.8349735
1705849983131757800,65.7337578125,45,1.5,1.406731128692627,14.010000228881836,0.5614919662475586,356.3393859863281,103.20000457763672,2.3107506,48.8349794
1705849983669357000,66.27135717773437,45,1.5,1.4166991710662842,14.065999984741211,0.6737704277038574,359.182373046875,103.20000457763672,2.3107496,48.8349843
1705849984187401000,66.78940087890625,45,1.5,1.4166991710662842,13.774999618530273,0.955069899559021,0.5508984923362732,103.20000457763672,2.3107381,48.8349987
1705849984729446700,67.33144677734376,45,1.5,1.4266951084136963,13.440999984741211,1.1207385063171387,1.7278996706008911,103.20000457763672,2.310731,48.835009
1705849985243043600,67.84504370117187,45,1.5,1.4869608879089355,12.947999954223633,1.258292317390442,2.3900420665740967,100.9000015258789,2.3107216,48.8350206
1705849985763233000,68.36523291015625,45,1.5,1.4894495010375977,12.26200008392334,1.3887782096862793,2.7696456909179688,103.20000457763672,2.3107111,48.8350295
1705849986298686200,68.90068627929688,45,1.5,1.4894495010375977,11.897000312805176,1.4871690273284912,3.381301164627075,103.20000457763672,2.3107063,48.8350368
1705849986885154300,69.487154296875,45,1.5,1.49961256980896,11.484999656677246,1.4812289476394653,3.2738616466522217,100.9000015258789,2.3107039,48.8350442
1705849987471622100,70.0736220703125,45,1.5,1.5070194005966187,11.079000473022461,1.4731194972991943,3.231879472732544,100.9000015258789,2.3107033,48.8350512
1705849988058090200,70.66009033203125,45,1.5,1.5070194005966187,10.265000343322754,1.4089186191558838,4.978618621826172,100.9000015258789,2.3107046,48.8350577
1705849988644558000,71.24655810546875,45,1.5,1.517020583152771,10.277000427246094,1.3598284721374512,6.6784210205078125,100.9000015258789,2.3107062,48.83506
1705849989231025700,71.83302563476562,45,1.5,1.5236093997955322,9.607999801635742,1.197334885597229,6.63987398147583,100.9000015258789,2.3107077,48.8350638
1705849989817493500,72.41949340820312,45,1.5,1.9758124351501465,9.33899974822998,1.1771016120910645,6.585047721862793,102,2.3107054,48.8350633
1705849990403961000,73.00596118164063,45,1.5,1.9758124351501465,9.279999732971191,1.0392343997955322,6.389082908630371,102,2.3107038,48.8350607
1705849990958898200,73.56089819335938,45,1.5,1.9758124351501465,9.404000282287598,0.9311135411262512,6.279877185821533,102,2.3107041,48.8350607
1705849991459602700,74.06160278320313,45,1.5,1.9948229789733887,9.505999565124512,0.9727630615234375,8.002877235412598,102,2.3107052,48.8350636
1705849991971047200,74.57304711914063,45,1.5,1.9958200454711914,9.520999908447266,0.9804952144622803,9.934094429016113,102,2.3107057,48.8350606
1705849992478619000,75.08061889648438,45,1.5,1.9958200454711914,9.616000175476074,0.9866432547569275,11.630590438842773,102,2.310706,48.8350608
1705849992984418000,75.58641796875,45,1.5,2.0058131217956543,9.715999603271484,0.9970348477363586,13.178156852722168,102,2.3107075,48.8350622
1705849993517881600,76.11988159179687,45,1.5,2.0058131217956543,9.756999969482422,0.998518168926239,14.580345153808594,102,2.3107068,48.8350623
1705849994040059400,76.64205932617188,45,1.5,2.016812801361084,9.758999824523926,0.9815513491630554,15.7771635055542,102,2.3107065,48.8350628
1705849994626526500,77.2285263671875,45,1.5,2.7804229259490967,9.86400032043457,0.97386234998703,16.662925720214844,102.0999984741211,2.3107055,48.8350606
1705849995156675600,77.75867553710937,45,1.5,2.783421516418457,9.965999603271484,0.8965837955474854,16.231592178344727,102.0999984741211,2.3107094,48.8350697
1705849995669357000,78.27135717773437,45,1.5,2.7943549156188965,10.15999984741211,0.8334792256355286,16.164775848388672,102.0999984741211,2.3107105,48.8350699
1705849996268639700,78.8706396484375,45,1.5,2.7943549156188965,10.189000129699707,0.7878233194351196,16.61827850341797,102.0999984741211,2.3107098,48.8350689
1705849996855106800,79.45710693359375,45,1.5,2.8004939556121826,10.387999534606934,0.754303514957428,16.97162437438965,102.0999984741211,2.3107111,48.8350696
1705849997441573600,80.04357373046875,45,1.5,2.8004939556121826,10.52400016784668,0.7384443879127502,17.777355194091797,102.0999984741211,2.3107113,48.8350706
1705849997970357000,80.57235693359375,45,1.5,2.810502767562866,10.57699966430664,0.757394015789032,18.803010940551758,102.0999984741211,2.310714,48.8350735
1705849998497214200,81.09921411132812,45,1.5,2.810502767562866,10.774999618530273,0.7753545641899109,19.86281967163086,102.0999984741211,2.3107174,48.8350776
1705849999004200000,81.60619995117187,45,1.5,2.8204948902130127,10.994000434875488,0.7963272929191589,20.89696502685547,102.0999984741211,2.3107194,48.8350807
1705849999558420500,82.16042041015625,45,1.5,2.8204948902130127,11.309000015258789,0.8164496421813965,21.938432693481445,102.0999984741211,2.3107218,48.8350842
1705850000061511700,82.66351171875,45,1.5,2.8942110538482666,11.527000427246094,0.7867759466171265,21.978742599487305,103.0999984741211,2.3107244,48.8350886
1705850000608494800,83.21049487304687,45,1.5,2.904203414916992,11.92300033569336,0.7587040066719055,21.975812911987305,103.0999984741211,2.3107287,48.8350953
1705850001160971500,83.76297143554687,45,1.5,2.904203414916992,12.25100040435791,0.731035053730011,21.832530975341797,103.0999984741211,2.3107317,48.8350987
1705850001664135200,84.26613525390626,45,1.5,2.9141974449157715,12.592000007629395,0.7041911482810974,21.80668830871582,103.0999984741211,2.3107372,48.8351056
1705850002177403400,84.7794033203125,45,1.5,2.9141974449157715,12.998000144958496,0.733936607837677,22.750465393066406,103.0999984741211,2.3107423,48.8351103
1705850002719775500,85.321775390625,45,1.5,2.924197196960449,13.574000358581543,0.7643594741821289,23.546232223510742,103.0999984741211,2.3107505,48.8351191
1705850003306242300,85.9082421875,45,1.5,2.924197196960449,13.85099983215332,0.7987699508666992,24.1871337890625,103.0999984741211,2.3107582,48.8351273
1705850003892708900,86.494708984375,45,1.5,2.9342010021209717,14.277000427246094,0.8321059942245483,24.744516372680664,103.0999984741211,2.3107658,48.8351352
