time_dt,timestamp,position_lat,position_long,distance,accumulated_power,enhanced_altitude,altitude,enhanced_speed,speed,cycle_length16,unknown_88,heart_rate,cadence,fractional_cadence,unknown_90,lat,lon,device,speed_calculated,distance_from_start,speed_filtered,speed_calculated_filtered,seconds
2024-01-21 16:01:08+00:00,2024-01-21 16:01:08+00:00,582654982,27604554,7150.09,65535,109.39999999999998,109.39999999999998,2.557,2.557,0.0,300,163,80,0.0,-11.0,48.837576415389776,2.3137869872152805,Garmin Forerunner 735 XT,2.1951348505176633,6318.650734577709,2.5570000000000137,2.1951348505176633,2405.0
2024-01-21 16:01:09+00:00,2024-01-21 16:01:09+00:00,582654765,27604310,7152.61,65535,109.60000000000002,109.60000000000002,2.557,2.557,0.0,300,162,80,0.0,-11.0,48.837558226659894,2.313766535371542,Garmin Forerunner 735 XT,2.516145047815519,6321.166879625524,2.5570000000000137,2.516145047815519,2406.0
2024-01-21 16:01:10+00:00,2024-01-21 16:01:10+00:00,582654578,27604038,7155.02,65535,109.0,109.0,2.557,2.557,0.0,300,162,80,0.0,-11.0,48.83754255250096,2.3137437365949154,Garmin Forerunner 735 XT,2.4128564799178314,6323.579736105442,2.5570000000000137,2.4128564799178314,2407.0
2024-01-21 16:01:11+00:00,2024-01-21 16:01:11+00:00,582654394,27603766,7157.4,65535,108.60000000000002,108.60000000000002,2.557,2.557,0.0,300,161,80,0.0,-11.0,48.83752712979913,2.313720937818289,Garmin Forerunner 735 XT,2.3927379841471645,6325.972474089589,2.5570000000000137,2.3927379841471645,2408.0
2024-01-21 16:01:12+00:00,2024-01-21 16:01:12+00:00,582654266,27603410,7159.73,65535,106.39999999999998,106.39999999999998,2.557,2.557,0.0,300,160,80,0.0,-11.0,48.83751640096307,2.313691098242998,Garmin Forerunner 735 XT,2.4885055851492903,6328.460979674738,2.5570000000000137,2.4885055851492903,2409.0
2024-01-21 16:01:13+00:00,2024-01-21 16:01:13+00:00,582654096,27603102,7162.16,65535,105.79999999999995,105.79999999999995,2.557,2.557,0.0,300,160,80,0.0,-11.0,48.837502151727676,2.31366528198123,Garmin Forerunner 735 XT,2.4658584281023224,6330.9268381028405,2.5570000000000137,2.4658584281023224,2410.0
2024-01-21 16:01:14+00:00,2024-01-21 16:01:14+00:00,582654127,27602532,7164.17,65535,97.60000000000002,97.60000000000002,2.557,2.557,0.0,300,159,80,0.0,-11.0,48.83750475011766,2.313617505133152,Garmin Forerunner 735 XT,3.50861554422384,6334.435453647065,2.5570000000000137,3.50861554422384,2411.0
2024-01-21 16:01:15+00:00,2024-01-21 16:01:15+00:00,582653955,27602255,7166.49,65535,96.20000000000005,96.20000000000005,2.557,2.557,0.0,300,159,80,0.0,-11.0,48.837490333244205,2.313594287261367,Garmin Forerunner 735 XT,2.3361089786764513,6336.771562625741,2.5570000000000137,2.3361089786764513,2412.0
2024-01-21 16:01:16+00:00,2024-01-21 16:01:16+00:00,582653717,27602017,7169.14,65535,95.20000000000005,95.20000000000005,2.557,2.557,0.0,300,158,80,0.0,-11.0,48.837470384314656,2.3135743383318186,Garmin Forerunner 735 XT,2.6555930433545325,6339.427155669096,2.5577058823529546,2.6555930433545325,2413.0
2024-01-21 16:01:17+00:00,2024-01-21 16:01:17+00:00,582653512,27601769,7171.57,65535,94.0,94.0,2.557,2.557,0.0,300,158,81,0.0,-11.0,48.837453201413155,2.313553551211953,Garmin Forerunner 735 XT,2.442368105665723,6341.869523774762,2.5578235294117784,2.442368105665723,2414.0
